cluster,mk,count
22,חנוך דב מלביצקי,3
22,מיכל שיר סגמן,3
22,אלמוג כהן,2
22,גילה גמליאל,2
22,גלית דיסטל אטבריאן,2
22,ואליד אלהואשלה,2
22,אביגדור ליברמן,1
22,דוד אמסלם,1
22,חילי טרופר,1
22,יואב קיש,1
22,יעקב מרגי,1
22,משה ארבל,1
22,ניסים ואטורי,1
22,סמיר בן סעיד,1
22,שלמה קרעי,1
23,speaker_key,4459
23,שמחה רוטמן,1469
23,דוד ביטן,1030
23,יצחק פינדרוס,532
23,זאב אלקין,467
23,ישראל אייכלר,424
23,מיכאל מרדכי ביטון,417
23,יוסף טייב,365
23,יעקב אשר,332
23,אליהו רביבו,305
23,נאור שירי,261
23,סימון דוידסון,247
23,ולדימיר בליאק,236
23,אורית פרקש הכהן,233
23,מירב בן ארי,230
23,נעמה לזימי,229
23,גלעד קריב,213
23,אופיר כץ,205
23,משה גפני,190
23,עודד פורר,187
23,יולי יואל אדלשטיין,172
23,שלום דנינו,171
23,יונתן מישרקי,168
23,פנינה תמנו,165
23,ינון אזולאי,132
23,אלי דלל,130
23,יוראי להב הרצנו,129
23,צביקה פוגל,125
23,בועז ביסמוט,108
23,משה סעדה,103
23,עמית הלוי,98
23,רון כץ,95
23,טלי גוטליב,93
23,אחמד טיבי,87
23,מיקי לוי,86
23,יצחק קרויזר,84
23,דבי ביטון,76
23,קארין אלהרר,74
23,רם בן ברק,73
23,מאיר כהן,70
23,מיכל מרים וולדיגר,62
23,אלעזר שטרן,60
23,יואב סגלוביץ',58
23,לימור סון הר מלך,58
23,בועז טופורובסקי,57
23,מטי צרפתי הרכבי,55
23,משה טור פז,54
23,אריאל קלנר,53
23,אלון שוסטר,42
23,עופר כסיף,42
23,ארז מלול,35
23,חנוך דב מלביצקי,34
23,חוה אתי עטייה,33
23,חמד עמאר,30
23,ניסים ואטורי,30
23,שרון ניר,30
23,יסמין פרידמן,28
23,ששון ששי גואטה,27
23,אלמוג כהן,25
23,איימן עודה,24
23,אוהד טל,23
23,יבגני סובה,23
23,משה סולומון,23
23,יוסף עטאונה,22
23,מתן כהנא,19
23,סימון מושיאשוילי,19
23,יריב לוין,18
23,עמיחי שיקלי,16
23,צגה מלקו,16
23,שלי טל מירון,16
23,צבי ידידיה סוכות,15
23,שרן מרים השכל,14
23,אפרת רייטן מרום,13
23,מיכל שיר סגמן,13
23,עאידה תומא סלימאן,13
23,טטיאנה מזרסקי,12
23,אברהם בצלאל,11
23,אימאן ח'טיב יאסין,11
23,ירון לוי,11
23,יוליה מלינובסקי,10
23,מירב כהן,10
23,קטי קטרין שטרית,9
23,אביחי אברהם בוארון,8
23,משה אבוטבול,8
23,עידן רול,8
23,שלמה קרעי,7
23,יאסר חוג'יראת,6
23,משה פסל,6
23,אוריאל בוסו,5
23,אליהו ברוכי,5
23,משה רוט,5
23,דן אילוז,3
23,אביגדור ליברמן,2
23,ואליד אלהואשלה,2
23,חילי טרופר,2
23,יואב קיש,2
23,אורנה ברביבאי,1
23,גדעון סער,1
23,ווליד טאהא,1
23,מרב מיכאלי,1
23,משה ארבל,1
23,עמיחי אליהו,1
24,speaker_key,4529
24,דוד ביטן,921
24,אליהו רביבו,726
24,משה גפני,697
24,ישראל אייכלר,517
24,שמחה רוטמן,476
24,מיכאל מרדכי ביטון,403
24,יונתן מישרקי,353
24,פנינה תמנו,258
24,צביקה פוגל,253
24,אלי דלל,237
24,מיקי לוי,223
24,יצחק פינדרוס,219
24,נאור שירי,214
24,גלעד קריב,206
24,ינון אזולאי,197
24,יוסף טייב,193
24,יעקב אשר,190
24,ולדימיר בליאק,174
24,יולי יואל אדלשטיין,164
24,טלי גוטליב,153
24,קארין אלהרר,146
24,מירב בן ארי,141
24,משה סעדה,113
24,דבי ביטון,111
24,נעמה לזימי,105
24,חמד עמאר,102
24,שלום דנינו,96
24,אלעזר שטרן,92
24,מיכל מרים וולדיגר,86
24,אפרת רייטן מרום,81
24,שרון ניר,80
24,יצחק קרויזר,74
24,סימון דוידסון,74
24,לימור סון הר מלך,63
24,אוהד טל,62
24,זאב אלקין,59
24,מירב כהן,59
24,משה סולומון,59
24,יבגני סובה,57
24,יוראי להב הרצנו,57
24,ירון לוי,57
24,מאיר כהן,56
24,עודד פורר,56
24,טטיאנה מזרסקי,55
24,אלמוג כהן,50
24,קטי קטרין שטרית,50
24,אוריאל בוסו,46
24,אליהו ברוכי,43
24,מטי צרפתי הרכבי,39
24,אורית פרקש הכהן,37
24,עמית הלוי,33
24,משה פסל,32
24,אלון שוסטר,30
24,אופיר כץ,28
24,יוליה מלינובסקי,28
24,ששון ששי גואטה,27
24,אימאן ח'טיב יאסין,24
24,חנוך דב מלביצקי,24
24,רם בן ברק,23
24,יוסף עטאונה,22
24,צבי ידידיה סוכות,22
24,משה רוט,21
24,עאידה תומא סלימאן,21
24,מתן כהנא,20
24,אחמד טיבי,18
24,ניסים ואטורי,18
24,דן אילוז,16
24,יואב סגלוביץ',16
24,יעל רון בן משה,16
24,יסמין פרידמן,14
24,ארז מלול,12
24,משה טור פז,12
24,אריאל קלנר,11
24,יאסר חוג'יראת,11
24,בועז טופורובסקי,10
24,מרב מיכאלי,8
24,רון כץ,8
24,אברהם בצלאל,6
24,מיכל שיר סגמן,6
24,איימן עודה,5
24,צגה מלקו,5
24,ואליד אלהואשלה,4
24,יואב קיש,4
24,סימון מושיאשוילי,4
24,עופר כסיף,4
24,אביגדור ליברמן,3
24,אביחי אברהם בוארון,3
24,גדי איזנקוט,3
24,מנסור עבאס,3
24,שלי טל מירון,3
24,גלית דיסטל אטבריאן,2
24,חוה אתי עטייה,2
24,שלמה קרעי,2
24,שרן מרים השכל,2
24,בועז ביסמוט,1
24,חילי טרופר,1
24,יריב לוין,1
24,מאיר פרוש,1
24,עידן רול,1
24,עמיחי אליהו,1
25,speaker_key,3025
25,שמחה רוטמן,1236
25,דוד ביטן,848
25,יעקב אשר,514
25,משה גפני,458
25,גלעד קריב,348
25,ישראל אייכלר,345
25,פנינה תמנו,340
25,יוסף טייב,316
25,ינון אזולאי,316
25,יונתן מישרקי,287
25,עודד פורר,229
25,אליהו רביבו,228
25,צביקה פוגל,210
25,יצחק פינדרוס,209
25,מיכאל מרדכי ביטון,209
25,משה סעדה,205
25,ולדימיר בליאק,202
25,אופיר כץ,193
25,נאור שירי,193
25,מירב כהן,189
25,מיקי לוי,179
25,טלי גוטליב,149
25,שלום דנינו,146
25,יוראי להב הרצנו,144
25,אורית פרקש הכהן,143
25,קארין אלהרר,143
25,נעמה לזימי,142
25,לימור סון הר מלך,140
25,שלמה קרעי,139
25,מירב בן ארי,136
25,עמית הלוי,134
25,אפרת רייטן מרום,132
25,אלי דלל,122
25,זאב אלקין,122
25,צבי ידידיה סוכות,121
25,מיכל מרים וולדיגר,102
25,יבגני סובה,99
25,יואב סגלוביץ',98
25,מטי צרפתי הרכבי,98
25,דבי ביטון,83
25,סימון דוידסון,82
25,אוריאל בוסו,79
25,חמד עמאר,77
25,חנוך דב מלביצקי,73
25,רון כץ,72
25,יסמין פרידמן,70
25,משה סולומון,67
25,אלעזר שטרן,66
25,יואב קיש,65
25,יולי יואל אדלשטיין,62
25,מאיר כהן,62
25,יוליה מלינובסקי,61
25,ארז מלול,58
25,אריאל קלנר,56
25,אחמד טיבי,55
25,עאידה תומא סלימאן,52
25,יפעת שאשא ביטון,50
25,משה טור פז,50
25,אברהם בצלאל,48
25,אוהד טל,48
25,חוה אתי עטייה,45
25,יצחק קרויזר,45
25,ניסים ואטורי,45
25,יאסר חוג'יראת,42
25,קטי קטרין שטרית,41
25,אלון שוסטר,40
25,אורנה ברביבאי,38
25,דן אילוז,31
25,שרון ניר,30
25,שרן מרים השכל,30
25,יוסף עטאונה,29
25,אימאן ח'טיב יאסין,28
25,בועז ביסמוט,27
25,עופר כסיף,26
25,אביחי אברהם בוארון,25
25,ואליד אלהואשלה,25
25,משה פסל,25
25,טטיאנה מזרסקי,23
25,עידן רול,23
25,צגה מלקו,23
25,מיכל שיר סגמן,22
25,בועז טופורובסקי,21
25,מתן כהנא,21
25,רם בן ברק,21
25,שלי טל מירון,21
25,איתן גינזבורג,20
25,ווליד טאהא,19
25,אליהו ברוכי,17
25,ששון ששי גואטה,17
25,אלמוג כהן,16
25,חילי טרופר,16
25,ירון לוי,14
25,משה ארבל,13
25,איימן עודה,9
25,איתמר בן גביר,7
25,מאיר פרוש,6
25,סימון מושיאשוילי,6
25,מרב מיכאלי,5
25,גדי איזנקוט,4
25,גלית דיסטל אטבריאן,4
25,משה רוט,4
25,מנסור עבאס,3
25,עמיחי אליהו,3
25,אביגדור ליברמן,2
25,יעקב מרגי,2
25,יצחק שמעון וסרלאוף,2
25,גדעון סער,1
25,דוד אמסלם,1
25,חיים ביטון,1
25,מישל בוסקילה,1
25,משה אבוטבול,1
26,speaker_key,3132
26,שמחה רוטמן,902
26,דוד ביטן,504
26,משה גפני,496
26,יצחק פינדרוס,471
26,יעקב אשר,382
26,ינון אזולאי,345
26,יונתן מישרקי,309
26,צביקה פוגל,299
26,גלעד קריב,283
26,נאור שירי,268
26,יוסף טייב,244
26,מיכאל מרדכי ביטון,228
26,פנינה תמנו,227
26,נעמה לזימי,217
26,ישראל אייכלר,209
26,טלי גוטליב,203
26,לימור סון הר מלך,171
26,אורית פרקש הכהן,169
26,אליהו רביבו,163
26,עמית הלוי,156
26,קארין אלהרר,153
26,עודד פורר,149
26,מיקי לוי,136
26,מירב כהן,136
26,ולדימיר בליאק,128
26,מיכל מרים וולדיגר,127
26,אופיר כץ,126
26,קטי קטרין שטרית,124
26,סימון דוידסון,119
26,יסמין פרידמן,105
26,צבי ידידיה סוכות,105
26,יואב סגלוביץ',102
26,שלום דנינו,101
26,יוראי להב הרצנו,84
26,אלעזר שטרן,83
26,אליהו ברוכי,79
26,בועז ביסמוט,78
26,זאב אלקין,75
26,משה סולומון,74
26,מטי צרפתי הרכבי,72
26,אלי דלל,70
26,משה סעדה,67
26,משה טור פז,62
26,יוליה מלינובסקי,58
26,משה רוט,58
26,חמד עמאר,56
26,אלון שוסטר,55
26,ירון לוי,52
26,שרון ניר,51
26,ארז מלול,50
26,טטיאנה מזרסקי,50
26,אוהד טל,49
26,אוריאל בוסו,49
26,יולי יואל אדלשטיין,49
26,שלי טל מירון,47
26,דבי ביטון,46
26,בועז טופורובסקי,45
26,מירב בן ארי,45
26,אחמד טיבי,43
26,רון כץ,42
26,חוה אתי עטייה,41
26,יצחק קרויזר,41
26,אביחי אברהם בוארון,39
26,אברהם בצלאל,39
26,יוסף עטאונה,37
26,איימן עודה,34
26,יאסר חוג'יראת,26
26,מאיר כהן,26
26,משה פסל,25
26,גלית דיסטל אטבריאן,24
26,ניסים ואטורי,23
26,ששון ששי גואטה,23
26,חנוך דב מלביצקי,20
26,אריאל קלנר,19
26,שרן מרים השכל,19
26,אימאן ח'טיב יאסין,18
26,ווליד טאהא,18
26,יעקב מרגי,18
26,אלמוג כהן,17
26,אפרת רייטן מרום,17
26,ואליד אלהואשלה,17
26,עאידה תומא סלימאן,17
26,מיכל שיר סגמן,13
26,עופר כסיף,12
26,דן אילוז,10
26,עידית סילמן,9
26,צגה מלקו,9
26,אלי כהן,8
26,חילי טרופר,8
26,מרב מיכאלי,7
26,יואב קיש,6
26,סימון מושיאשוילי,5
26,דוד אמסלם,3
26,מתן כהנא,3
26,אביגדור ליברמן,2
26,איתמר בן גביר,2
26,בנימין גנץ,2
26,בנימין נתניהו,2
26,חיים ביטון,2
26,יבגני סובה,2
26,משה ארבל,2
26,רם בן ברק,2
26,אורנה ברביבאי,1
27,speaker_key,2733
27,שמחה רוטמן,753
27,דוד ביטן,669
27,יעקב אשר,515
27,משה גפני,365
27,גלעד קריב,300
27,ינון אזולאי,262
27,נאור שירי,250
27,ישראל אייכלר,232
27,אליהו רביבו,200
27,צביקה פוגל,198
27,יוסף טייב,190
27,יונתן מישרקי,175
27,פנינה תמנו,166
27,נעמה לזימי,160
27,מיכאל מרדכי ביטון,159
27,אופיר כץ,158
27,ולדימיר בליאק,152
27,יצחק פינדרוס,151
27,עודד פורר,140
27,מיקי לוי,134
27,קארין אלהרר,110
27,עמית הלוי,103
27,לימור סון הר מלך,98
27,זאב אלקין,94
27,יוראי להב הרצנו,93
27,מירב בן ארי,92
27,טלי גוטליב,87
27,יסמין פרידמן,86
27,שלום דנינו,86
27,אורית פרקש הכהן,84
27,אפרת רייטן מרום,82
27,אלי דלל,81
27,צבי ידידיה סוכות,80
27,מיכל מרים וולדיגר,76
27,מירב כהן,72
27,משה סעדה,71
27,חנוך דב מלביצקי,70
27,יולי יואל אדלשטיין,67
27,מטי צרפתי הרכבי,64
27,סימון דוידסון,63
27,אוריאל בוסו,61
27,רון כץ,56
27,אברהם בצלאל,54
27,ניסים ואטורי,51
27,משה טור פז,50
27,דבי ביטון,49
27,ארז מלול,48
27,חמד עמאר,47
27,אלון שוסטר,46
27,אלעזר שטרן,46
27,יואב סגלוביץ',46
27,עאידה תומא סלימאן,45
27,קטי קטרין שטרית,42
27,שרון ניר,41
27,חוה אתי עטייה,40
27,יוליה מלינובסקי,40
27,משה פסל,35
27,יצחק קרויזר,33
27,יבגני סובה,32
27,שלמה קרעי,31
27,בועז ביסמוט,30
27,אביחי אברהם בוארון,29
27,אחמד טיבי,29
27,טטיאנה מזרסקי,29
27,עופר כסיף,29
27,מאיר כהן,28
27,שלי טל מירון,28
27,אריאל קלנר,27
27,יאסר חוג'יראת,27
27,אימאן ח'טיב יאסין,26
27,בועז טופורובסקי,25
27,אלמוג כהן,21
27,משה סולומון,21
27,צגה מלקו,21
27,רם בן ברק,21
27,אוהד טל,20
27,איימן עודה,20
27,מיכל שיר סגמן,20
27,שרן מרים השכל,20
27,אליהו ברוכי,19
27,יוסף עטאונה,19
27,דן אילוז,18
27,ווליד טאהא,18
27,ששון ששי גואטה,18
27,אורנה ברביבאי,17
27,יואב קיש,17
27,ירון לוי,12
27,משה רוט,10
27,גלית דיסטל אטבריאן,9
27,עידן רול,9
27,ואליד אלהואשלה,8
27,יפעת שאשא ביטון,7
27,אביגדור ליברמן,6
27,משה ארבל,6
27,סימון מושיאשוילי,6
27,עמיחי אליהו,6
27,חילי טרופר,4
27,מנסור עבאס,4
27,מרב מיכאלי,4
27,מתן כהנא,4
27,חיים ביטון,3
27,דוד אמסלם,2
27,מישל בוסקילה,2
27,איתמר בן גביר,1
27,איתן גינזבורג,1
27,גדעון סער,1
27,יעקב מרגי,1
27,משה אבוטבול,1
27,עידית סילמן,1
28,speaker_key,2987
28,שמחה רוטמן,743
28,דוד ביטן,597
28,יעקב אשר,592
28,משה גפני,340
28,נאור שירי,288
28,ינון אזולאי,287
28,גלעד קריב,258
28,אופיר כץ,222
28,ולדימיר בליאק,217
28,צביקה פוגל,207
28,מיקי לוי,200
28,פנינה תמנו,191
28,ישראל אייכלר,173
28,יוסף טייב,154
28,עודד פורר,154
28,מירב בן ארי,153
28,נעמה לזימי,152
28,יונתן מישרקי,148
28,יצחק פינדרוס,139
28,ארז מלול,133
28,מיכאל מרדכי ביטון,127
28,קארין אלהרר,127
28,סימון דוידסון,123
28,אליהו רביבו,120
28,עמית הלוי,117
28,טלי גוטליב,114
28,יסמין פרידמן,99
28,יוראי להב הרצנו,97
28,מטי צרפתי הרכבי,91
28,אלי דלל,89
28,זאב אלקין,81
28,אפרת רייטן מרום,80
28,לימור סון הר מלך,78
28,אורית פרקש הכהן,73
28,משה סעדה,70
28,מירב כהן,69
28,משה טור פז,67
28,חנוך דב מלביצקי,60
28,יואב סגלוביץ',60
28,מיכל מרים וולדיגר,58
28,ניסים ואטורי,55
28,קטי קטרין שטרית,55
28,אוריאל בוסו,54
28,רון כץ,54
28,חמד עמאר,53
28,צבי ידידיה סוכות,53
28,אחמד טיבי,52
28,יוליה מלינובסקי,52
28,דבי ביטון,46
28,עאידה תומא סלימאן,46
28,שלום דנינו,46
28,אוהד טל,45
28,משה פסל,44
28,אלון שוסטר,43
28,בועז ביסמוט,42
28,רם בן ברק,40
28,יולי יואל אדלשטיין,39
28,אליהו ברוכי,38
28,אימאן ח'טיב יאסין,35
28,שרון ניר,34
28,ווליד טאהא,32
28,יאסר חוג'יראת,32
28,חוה אתי עטייה,30
28,אביחי אברהם בוארון,28
28,דן אילוז,28
28,צגה מלקו,28
28,יצחק קרויזר,27
28,אברהם בצלאל,26
28,שלמה קרעי,26
28,יוסף עטאונה,25
28,אלעזר שטרן,24
28,משה סולומון,23
28,אריאל קלנר,22
28,יבגני סובה,22
28,מאיר כהן,19
28,מתן כהנא,19
28,שלי טל מירון,19
28,שרן מרים השכל,19
28,משה ארבל,18
28,ירון לוי,17
28,סימון מושיאשוילי,17
28,עופר כסיף,17
28,טטיאנה מזרסקי,16
28,מיכל שיר סגמן,16
28,בועז טופורובסקי,15
28,עמיחי אליהו,15
28,ששון ששי גואטה,13
28,משה רוט,11
28,אורנה ברביבאי,10
28,אלמוג כהן,10
28,יואב קיש,10
28,חילי טרופר,9
28,איימן עודה,8
28,יפעת שאשא ביטון,6
28,גדעון סער,5
28,ואליד אלהואשלה,5
28,גלית דיסטל אטבריאן,4
28,דוד אמסלם,4
28,מנסור עבאס,3
28,מרב מיכאלי,2
28,עידן רול,2
28,אביגדור ליברמן,1
28,אריה מכלוף דרעי,1
28,בנימין גנץ,1
28,מאיר פרוש,1
28,מישל בוסקילה,1
28,ניר ברקת,1
28,עמיחי שיקלי,1
28,עפיף עבד,1
29,speaker_key,5063
29,שמחה רוטמן,2229
29,דוד ביטן,1269
29,יעקב אשר,1091
29,משה גפני,696
29,אליהו רביבו,683
29,יצחק פינדרוס,613
29,יונתן מישרקי,510
29,גלעד קריב,489
29,אופיר כץ,473
29,ינון אזולאי,453
29,נאור שירי,431
29,ישראל אייכלר,423
29,יוסף טייב,390
29,צביקה פוגל,383
29,מיכאל מרדכי ביטון,373
29,פנינה תמנו,346
29,זאב אלקין,308
29,נעמה לזימי,287
29,ולדימיר בליאק,283
29,עודד פורר,283
29,יוראי להב הרצנו,257
29,מיקי לוי,252
29,מירב בן ארי,244
29,טלי גוטליב,236
29,מטי צרפתי הרכבי,232
29,קארין אלהרר,230
29,אלי דלל,225
29,סימון דוידסון,209
29,ארז מלול,198
29,אוריאל בוסו,192
29,שלום דנינו,192
29,מירב כהן,175
29,רון כץ,165
29,אפרת רייטן מרום,164
29,עמית הלוי,163
29,לימור סון הר מלך,161
29,אוהד טל,160
29,יסמין פרידמן,156
29,בועז טופורובסקי,141
29,משה סעדה,135
29,יואב סגלוביץ',126
29,אורית פרקש הכהן,120
29,חמד עמאר,119
29,אלון שוסטר,118
29,חנוך דב מלביצקי,116
29,אברהם בצלאל,103
29,אלעזר שטרן,101
29,ניסים ואטורי,99
29,משה טור פז,95
29,חוה אתי עטייה,93
29,יוליה מלינובסקי,92
29,עאידה תומא סלימאן,91
29,מיכל מרים וולדיגר,89
29,איתמר בן גביר,88
29,שלי טל מירון,84
29,קטי קטרין שטרית,83
29,דבי ביטון,81
29,יבגני סובה,81
29,יולי יואל אדלשטיין,80
29,מאיר כהן,72
29,אחמד טיבי,71
29,עופר כסיף,71
29,משה סולומון,68
29,צבי ידידיה סוכות,64
29,יצחק קרויזר,56
29,טטיאנה מזרסקי,52
29,אימאן ח'טיב יאסין,51
29,יואב קיש,51
29,יוסף עטאונה,49
29,משה פסל,47
29,שרון ניר,47
29,אביחי אברהם בוארון,46
29,יפעת שאשא ביטון,46
29,שרן מרים השכל,46
29,בועז ביסמוט,45
29,אליהו ברוכי,44
29,איימן עודה,42
29,אלמוג כהן,40
29,יאסר חוג'יראת,40
29,צגה מלקו,40
29,מיכל שיר סגמן,38
29,ששון ששי גואטה,37
29,אריאל קלנר,36
29,משה ארבל,36
29,מתן כהנא,34
29,אורנה ברביבאי,33
29,שלמה קרעי,30
29,רם בן ברק,28
29,אביגדור ליברמן,26
29,ירון לוי,26
29,ווליד טאהא,25
29,גלית דיסטל אטבריאן,16
29,ואליד אלהואשלה,14
29,חילי טרופר,14
29,סימון מושיאשוילי,14
29,דן אילוז,13
29,מנסור עבאס,11
29,משה רוט,10
29,מרב מיכאלי,9
29,עידן רול,8
29,דוד אמסלם,6
29,עמיחי אליהו,6
29,גדי איזנקוט,4
29,גדעון סער,4
29,אריה מכלוף דרעי,3
29,מאיר פרוש,3
29,מישל בוסקילה,3
29,חיים ביטון,2
29,אבי מעוז,1
29,אופיר סופר,1
29,בנימין גנץ,1
29,יאיר לפיד,1
29,יצחק גולדקנופ,1
29,יריב לוין,1
29,מיכאל מלכיאלי,1
29,משה אבוטבול,1
29,סמיר בן סעיד,1
29,עפיף עבד,1
30,speaker_key,3658
30,דוד ביטן,1494
30,שמחה רוטמן,444
30,יעקב אשר,324
30,מיקי לוי,294
30,פנינה תמנו,281
30,יסמין פרידמן,246
30,צביקה פוגל,192
30,משה סעדה,176
30,מיכאל מרדכי ביטון,172
30,נאור שירי,170
30,זאב אלקין,168
30,משה גפני,166
30,יוסף טייב,165
30,ירון לוי,159
30,יואב סגלוביץ',156
30,יונתן מישרקי,148
30,יצחק פינדרוס,137
30,צבי ידידיה סוכות,136
30,גלעד קריב,134
30,טלי גוטליב,132
30,מירב בן ארי,132
30,עודד פורר,124
30,מטי צרפתי הרכבי,119
30,נעמה לזימי,107
30,אופיר כץ,105
30,אלעזר שטרן,91
30,עמית הלוי,83
30,יוראי להב הרצנו,82
30,ינון אזולאי,80
30,יצחק קרויזר,80
30,ישראל אייכלר,76
30,ולדימיר בליאק,75
30,משה טור פז,75
30,שלום דנינו,72
30,חנוך דב מלביצקי,67
30,אליהו ברוכי,65
30,אורית פרקש הכהן,62
30,דבי ביטון,61
30,מיכל מרים וולדיגר,60
30,אלון שוסטר,55
30,אליהו רביבו,55
30,מאיר כהן,51
30,חמד עמאר,48
30,לימור סון הר מלך,48
30,משה פסל,46
30,איימן עודה,44
30,אלי דלל,40
30,אחמד טיבי,39
30,עאידה תומא סלימאן,35
30,עופר כסיף,35
30,אלמוג כהן,32
30,קארין אלהרר,30
30,אביגדור ליברמן,29
30,סימון דוידסון,27
30,צגה מלקו,26
30,ששון ששי גואטה,26
30,משה סולומון,25
30,אוריאל בוסו,21
30,חוה אתי עטייה,20
30,אימאן ח'טיב יאסין,19
30,מירב כהן,19
30,ארז מלול,18
30,אפרת רייטן מרום,17
30,אברהם בצלאל,15
30,יולי יואל אדלשטיין,15
30,רון כץ,15
30,שרון ניר,14
30,שלי טל מירון,13
30,מרב מיכאלי,12
30,אריאל קלנר,11
30,אוהד טל,10
30,טטיאנה מזרסקי,10
30,משה ארבל,10
30,ניסים ואטורי,9
30,שלמה קרעי,9
30,יבגני סובה,8
30,יוסף עטאונה,8
30,קטי קטרין שטרית,8
30,אביחי אברהם בוארון,7
30,בועז ביסמוט,7
30,שרן מרים השכל,6
30,חילי טרופר,4
30,יאסר חוג'יראת,4
30,יוליה מלינובסקי,4
30,אורנה ברביבאי,3
30,איתמר בן גביר,3
30,בועז טופורובסקי,3
30,גלית דיסטל אטבריאן,3
30,חיים ביטון,3
30,יפעת שאשא ביטון,3
30,מתן כהנא,3
30,עידן רול,3
30,עמיחי אליהו,3
30,ואליד אלהואשלה,2
30,יעקב מרגי,2
30,משה רוט,2
30,רם בן ברק,2
30,דוד אמסלם,1
30,דן אילוז,1
30,יואב קיש,1
30,מיכל שיר סגמן,1
30,סימון מושיאשוילי,1
30,עפיף עבד,1
31,speaker_key,2798
31,שמחה רוטמן,766
31,דוד ביטן,683
31,יעקב אשר,560
31,משה גפני,421
31,ינון אזולאי,300
31,גלעד קריב,249
31,אליהו רביבו,233
31,נאור שירי,226
31,יוסף טייב,214
31,ישראל אייכלר,192
31,צביקה פוגל,185
31,נעמה לזימי,183
31,יצחק פינדרוס,175
31,עודד פורר,170
31,זאב אלקין,160
31,קארין אלהרר,158
31,ולדימיר בליאק,141
31,טלי גוטליב,124
31,מיקי לוי,117
31,מיכאל מרדכי ביטון,114
31,מטי צרפתי הרכבי,111
31,משה פסל,104
31,שלום דנינו,104
31,אופיר כץ,102
31,יונתן מישרקי,99
31,עמית הלוי,94
31,מיכל מרים וולדיגר,91
31,יולי יואל אדלשטיין,90
31,קטי קטרין שטרית,90
31,אלעזר שטרן,88
31,לימור סון הר מלך,78
31,פנינה תמנו,71
31,מירב בן ארי,65
31,יוליה מלינובסקי,63
31,חמד עמאר,57
31,חנוך דב מלביצקי,56
31,ארז מלול,53
31,מירב כהן,53
31,אוריאל בוסו,51
31,אלי דלל,50
31,אורית פרקש הכהן,49
31,יואב סגלוביץ',47
31,רון כץ,47
31,אפרת רייטן מרום,42
31,בועז ביסמוט,40
31,אברהם בצלאל,39
31,עאידה תומא סלימאן,39
31,אוהד טל,38
31,יסמין פרידמן,38
31,סימון דוידסון,38
31,אלון שוסטר,36
31,משה סולומון,36
31,דבי ביטון,34
31,יצחק קרויזר,33
31,אורנה ברביבאי,32
31,אריאל קלנר,32
31,יאסר חוג'יראת,32
31,משה טור פז,31
31,מתן כהנא,30
31,ניסים ואטורי,30
31,עופר כסיף,30
31,עמיחי אליהו,30
31,אימאן ח'טיב יאסין,28
31,אליהו ברוכי,27
31,יוראי להב הרצנו,25
31,ירון לוי,25
31,משה סעדה,25
31,צבי ידידיה סוכות,25
31,אביחי אברהם בוארון,24
31,שרון ניר,24
31,צגה מלקו,18
31,עידן רול,16
31,איימן עודה,15
31,אלמוג כהן,15
31,חוה אתי עטייה,15
31,יבגני סובה,15
31,בועז טופורובסקי,14
31,יוסף עטאונה,13
31,שלי טל מירון,13
31,מאיר כהן,11
31,שרן מרים השכל,11
31,אחמד טיבי,10
31,אביגדור ליברמן,9
31,טטיאנה מזרסקי,9
31,דן אילוז,6
31,ווליד טאהא,6
31,יואב קיש,6
31,ששון ששי גואטה,6
31,ואליד אלהואשלה,5
31,חילי טרופר,5
31,מיכל שיר סגמן,4
31,שלמה קרעי,4
31,גלית דיסטל אטבריאן,3
31,מנסור עבאס,3
31,אבי מעוז,2
31,חיים ביטון,2
31,יפעת שאשא ביטון,2
31,משה רוט,2
31,סימון מושיאשוילי,2
31,דני דנון,1
31,יואב בן צור,1
31,משה אבוטבול,1
31,משה ארבל,1
31,רם בן ברק,1
32,speaker_key,1459
32,שמחה רוטמן,408
32,דוד ביטן,300
32,יעקב אשר,233
32,משה גפני,178
32,ישראל אייכלר,148
32,גלעד קריב,136
32,נאור שירי,133
32,מיכאל מרדכי ביטון,120
32,ינון אזולאי,117
32,צביקה פוגל,104
32,אופיר כץ,97
32,יונתן מישרקי,97
32,נעמה לזימי,96
32,פנינה תמנו,95
32,ולדימיר בליאק,92
32,עודד פורר,90
32,יצחק פינדרוס,87
32,מיקי לוי,87
32,אליהו רביבו,85
32,יוסף טייב,79
32,טלי גוטליב,72
32,מטי צרפתי הרכבי,68
32,קארין אלהרר,64
32,אורית פרקש הכהן,62
32,שלום דנינו,62
32,מיכל מרים וולדיגר,59
32,זאב אלקין,58
32,לימור סון הר מלך,57
32,יולי יואל אדלשטיין,54
32,יוראי להב הרצנו,51
32,יסמין פרידמן,49
32,מירב בן ארי,49
32,אביחי אברהם בוארון,47
32,אלי דלל,45
32,צבי ידידיה סוכות,45
32,משה סעדה,43
32,עמית הלוי,41
32,חמד עמאר,36
32,מירב כהן,36
32,אלעזר שטרן,32
32,ניסים ואטורי,32
32,סימון דוידסון,32
32,חנוך דב מלביצקי,30
32,רון כץ,30
32,יצחק קרויזר,29
32,דבי ביטון,27
32,יואב סגלוביץ',27
32,אוהד טל,26
32,אוריאל בוסו,26
32,אפרת רייטן מרום,26
32,יבגני סובה,26
32,עופר כסיף,25
32,ארז מלול,23
32,חוה אתי עטייה,23
